filename,transcript,korean,gender,speed,pitch
0362.wav,einen reichen Eintritt,한 부유한 입장료를,male,0.853,0.933
0363.wav,einen schwierigen Kugelschreiber,한 어려운 볼펜을,female,0.944,1.064
0364.wav,eine kostenlose Tasse,한 무료의 컵을,male,0.887,0.933
0365.wav,ein langer Blog,한 긴 블로그가,male,0.918,0.938
0366.wav,eine aktuelle Birne,한 최신의 배가,female,0.9,1.075
0367.wav,ein superes Mobiltelefon,한 훌륭한 휴대폰이,female,0.825,1.127
0368.wav,ein preiswertes Geschenk,한 가성비 좋은 선물이,male,0.817,0.927
0369.wav,diesen eleganten Pass,이 우아한 여권을,female,0.938,1.107
0370.wav,eines beliebten Wunschs,한 인기 있는 소원의,female,0.826,1.115
0371.wav,diese spannende Schule,이 흥미진진한 학교가,male,0.829,0.887
0372.wav,dieser superen Tees,이 훌륭한 차들의,male,0.832,0.917
0373.wav,eines internationalen Tennisses,한 국제적인 테니스의,male,0.887,0.91
0374.wav,einem nassen Schuh,한 젖은 신발에게,male,0.919,0.92
0375.wav,diese falschen Wörterbücher,이 틀린 사전들을,female,0.883,1.062
0376.wav,einer kleinen Wohnung,한 작은 집에게,female,0.863,1.104
0377.wav,eine sichere Lüge,한 안전한 거짓말을,male,0.81,0.93
0378.wav,einem schmutzigen Gerät,한 더러운 장치에게,male,0.847,0.914
0379.wav,einem digitalen Konzert,한 디지털의 콘서트에게,female,0.867,1.089
0380.wav,eines schnellen Kugelschreibers,한 빠른 볼펜의,male,0.865,0.91
0381.wav,dieser internationalen Schwester,이 국제적인 자매에게,female,0.825,1.074
0382.wav,ein schmutziges Krankenhaus,한 더러운 병원이,female,0.93,1.081
0383.wav,dieser leisen CD,이 조용한 CD의,male,0.871,0.917
0384.wav,diese aktuellen Zeiten,이 최신의 시간들이,male,0.848,0.937
0385.wav,dieser typischen Gesundheit,이 전형적인 건강에게,male,0.874,0.919
0386.wav,einen schaden Anruf,한 아쉬운 전화를,female,0.818,1.074
0387.wav,einem langen Drucker,한 긴 프린터에게,male,0.908,0.933
0388.wav,einem hässlichen Film,한 못생긴 영화에게,female,0.867,1.125
0389.wav,diesem tollen Fenster,이 멋진 창문에게,male,0.879,0.913
0390.wav,diesem grünen Fußball,이 초록의 축구에게,male,0.805,0.91
0391.wav,ein tolles Training,한 멋진 훈련을,male,0.834,0.907
0392.wav,dieser langen Antwort,이 긴 대답에게,female,0.884,1.13
0393.wav,eines kaputten Busses,한 고장난 버스의,female,0.927,1.12
0394.wav,eine digitale Mannschaft,한 디지털의 팀이,male,0.845,0.902
0395.wav,diesen tollen Laptops,이 멋진 노트북들에게,female,0.847,1.105
0396.wav,diese bunte Garage,이 다채로운 차고가,female,0.911,1.097
0397.wav,diesen elektronischen Drucker,이 전자의 프린터를,female,0.828,1.104
0398.wav,einen leren Schuh,한 텅 빈 신발을,female,0.87,1.103
0399.wav,ein klares Gerät,한 명확한 장치가,male,0.881,0.926
0400.wav,dieser spannende Artikel,이 흥미진진한 기사가,male,0.89,0.932
0401.wav,diese einfachen Notizn,이 간단한 메모들을,male,0.824,0.913
0402.wav,eine teure Reinigung,한 비싼 세탁소를,male,0.865,0.926
0403.wav,diese alten Haare,이 오래된 머리카락들을,male,0.86,0.912
0404.wav,dieses dünnen Babysitters,이 얇은 베이비시터의,male,0.851,0.903
0405.wav,einer schlimmen Menge,한 심각한 양의,male,0.927,0.93
0406.wav,einem neuen Unfall,한 새로운 사고에게,female,0.909,1.109
0407.wav,einen späten Fußball,한 늦은 축구를,male,0.94,0.927
0408.wav,dieser falsche Schnee,이 틀린 눈이,female,0.939,1.078
0409.wav,einer starken Wolke,한 강한 구름의,female,0.946,1.098
0410.wav,diesen schönen Fußbällen,이 아름다운 축구들에게,male,0.819,0.935
0411.wav,ein geborener Vertrag,한 태어난 계약이,female,0.813,1.08
0412.wav,einer guten Ausstellung,한 좋은 전시회의,female,0.936,1.086
0413.wav,dieses reichen Restaurants,이 부유한 식당의,male,0.919,0.935
0414.wav,diesen roten Marmeladen,이 빨간 잼들에게,male,0.896,0.927
0415.wav,eine falsche Reise,한 틀린 여행이,female,0.874,1.067
0416.wav,ein elektronisches Bett,한 전자의 침대를,male,0.836,0.89
0417.wav,dieser fremde Empfänger,이 낯선 수신자가,male,0.9,0.932
0418.wav,diese schmutzige Ehefrau,이 더러운 아내가,female,0.829,1.069
0419.wav,diese leisen Clubs,이 조용한 클럽들을,male,0.884,0.886
0420.wav,ein richtiges Thema,한 올바른 주제가,male,0.878,0.891
0421.wav,einem schönen Kollegen,한 아름다운 동료에게,female,0.912,1.119
0422.wav,eines schriftlichen Mitarbeiters,한 서면의 동료의,male,0.898,0.909
0423.wav,eine alte Nacht,한 오래된 밤이,female,0.89,1.098
0424.wav,einer aktuellen Seite,한 최신의 페이지의,female,0.821,1.064
0425.wav,eines natürlichen Studenten,한 자연적인 학생의,female,0.904,1.114
0426.wav,dieser typischen Straßenbahnen,이 전형적인 전차들의,male,0.817,0.905
0427.wav,diese schaden Grüße,이 아쉬운 인사들을,male,0.937,0.918
0428.wav,einer fantastischen Erfahrung,한 환상적인 경험에게,female,0.802,1.086
0429.wav,einen aktuellen Laden,한 최신의 상점을,male,0.89,0.909
0430.wav,einem wahren Empfänger,한 진실한 수신자에게,female,0.883,1.062
0431.wav,eines langen Kühlschranks,한 긴 냉장고의,female,0.924,1.066
0432.wav,eines privaten Mittagessens,한 개인적인 점심 식사의,female,0.801,1.104
0433.wav,eines spannenden Buchs,한 흥미진진한 책의,female,0.904,1.107
0434.wav,einem späten Radio,한 늦은 라디오에게,male,0.882,0.926
0435.wav,eines digitalen Problems,한 디지털의 문제의,female,0.885,1.113
0436.wav,einem willkommenen Fisch,한 환영받는 생선에게,female,0.86,1.109
0437.wav,dieser hohen Mengen,이 높은 양들의,female,0.842,1.106
0438.wav,dieses dicke Gerät,이 뚱뚱한 장치가,male,0.856,0.888
0439.wav,eine wahre Qualität,한 진실한 품질이,male,0.801,0.886
0440.wav,ein schöner Balkon,한 아름다운 발코니가,male,0.857,0.93
0441.wav,dieser toten Ergebnisse,이 죽은 결과들의,male,0.883,0.882
0442.wav,diesen willkommenen Spaß,이 환영받는 재미를,male,0.941,0.885
0443.wav,diesen weiten Quatsch,이 넓은 헛소리를,female,0.856,1.078
0444.wav,dieser schlechte Job,이 나쁜 직업이,female,0.814,1.124
0445.wav,einen faulen Herrn,한 게으른 남자를,male,0.898,0.933
0446.wav,eines guten Zimmers,한 좋은 방의,female,0.808,1.117
0447.wav,eine berühmte Gabel,한 유명한 포크가,male,0.827,0.93
0448.wav,eines ruhigen Fachs,한 조용한 과목의,female,0.9,1.118
0449.wav,diese richtigen Bands,이 올바른 밴드들이,male,0.942,0.909
0450.wav,dieser weiten Räder,이 넓은 바퀴들의,female,0.825,1.087
0451.wav,dieser deutlichen Rucksäcke,이 명확한 배낭들의,female,0.816,1.08
0452.wav,einem modernen Zeugnis,한 현대적인 성적표에게,female,0.823,1.106
0453.wav,eine lange Haltestelle,한 긴 정류장이,female,0.879,1.098
0454.wav,einen neuen Chef,한 새로운 상사를,female,0.807,1.103
0455.wav,diesem dünnen Alter,이 얇은 나이에게,female,0.829,1.079
0456.wav,eine dicke Lampe,한 뚱뚱한 램프가,female,0.919,1.067
0457.wav,diesen elektrischen Rädern,이 전기의 바퀴들에게,female,0.842,1.086
0458.wav,einen modernen Unfall,한 현대적인 사고를,male,0.859,0.897
0459.wav,einer gefährlichen Adresse,한 위험한 주소에게,female,0.915,1.104
0460.wav,eine willkommene Lösung,한 환영받는 해결책을,male,0.911,0.928
0461.wav,diese billigen Bahnsteige,이 싼 승강장들이,male,0.834,0.895
0462.wav,eine schriftliche Einladung,한 서면의 초대가,male,0.828,0.898
0463.wav,diesen furchtbaren Bädern,이 끔찍한 욕실들에게,male,0.813,0.89
0464.wav,einem gleichen Rentner,한 같은 은퇴자에게,male,0.832,0.929
0465.wav,einem schaden Abend,한 아쉬운 저녁에게,female,0.936,1.126
0466.wav,einem richtigen Haushalt,한 올바른 가정에게,female,0.911,1.11
0467.wav,diese dünnen Bänke,이 얇은 은행들을,female,0.809,1.104
0468.wav,ein schweres Bad,한 무거운 욕실을,male,0.843,0.932
0469.wav,diese schriftliche Pause,이 서면의 쉬는 시간이,male,0.86,0.899
0470.wav,eines schriftlichen Alters,한 서면의 나이의,male,0.848,0.881
0471.wav,eine fremde Heizung,한 낯선 난방이,female,0.948,1.123
0472.wav,diesen praktischen Getränken,이 실용적인 음료들에게,male,0.883,0.919
0473.wav,eine weite Nudel,한 넓은 국수를,female,0.937,1.108
0474.wav,diese richtigen Parks,이 올바른 공원들을,female,0.929,1.12
0475.wav,dieses dummen Manns,이 멍청한 남자의,male,0.909,0.926
0476.wav,eine hässliche Gesundheit,한 못생긴 건강을,female,0.843,1.121
0477.wav,diese neuen Äpfel,이 새로운 사과들이,female,0.899,1.111
0478.wav,einer richtigen Ahnung,한 올바른 짐작의,female,0.8,1.121
0479.wav,diese gleiche Bekannte,이 같은 지인이,male,0.82,0.895
0480.wav,eines scharfen Schilds,한 날카로운 표지판의,female,0.843,1.075
0481.wav,einem wahren Zeugnis,한 진실한 성적표에게,male,0.84,0.906
0482.wav,einen berühmten Abend,한 유명한 저녁을,male,0.913,0.885
0483.wav,einen fantastischen Kugelschreiber,한 환상적인 볼펜을,male,0.885,0.929
0484.wav,diesem automatischen Kühlschrank,이 자동의 냉장고에게,male,0.887,0.908
0485.wav,dieser hässliche Stress,이 못생긴 스트레스가,male,0.803,0.887
0486.wav,eine spannende Kartoffel,한 흥미진진한 감자를,male,0.857,0.91
0487.wav,dieser alten Gesundheit,이 오래된 건강에게,female,0.849,1.067
0488.wav,diesen ruhigen Club,이 조용한 클럽을,female,0.853,1.11
0489.wav,dieser furchtbaren Tische,이 끔찍한 테이블들의,male,0.837,0.936
0490.wav,diese dicke Band,이 뚱뚱한 밴드가,female,0.871,1.071
0491.wav,eines frischen Brötchens,한 신선한 롤빵의,male,0.811,0.9
0492.wav,diese frühen Namen,이 이른 이름들이,male,0.914,0.924
0493.wav,dieses praktischen Wohnzimmers,이 실용적인 거실의,male,0.837,0.924
0494.wav,diese langsame Bohne,이 느린 콩을,male,0.936,0.919
0495.wav,einen kleinen Stress,한 작은 스트레스를,female,0.85,1.095
0496.wav,diese spannende Musik,이 흥미진진한 음악이,male,0.808,0.898
0497.wav,eine freie Mütze,한 자유로운 모자를,male,0.822,0.905
0498.wav,diesen spannenden Schnee,이 흥미진진한 눈을,male,0.945,0.897
0499.wav,dieses nützliche Geld,이 유용한 돈을,male,0.892,0.91
0500.wav,eines fetten Mittels,한 기름진 수단의,male,0.824,0.921
0501.wav,diesen leichten Paketen,이 가벼운 소포들에게,female,0.947,1.086
0502.wav,einen gemütlichen Bleistift,한 아늑한 연필을,female,0.916,1.063
0503.wav,ein schwarzes Kleid,한 검은 드레스를,female,0.889,1.065
0504.wav,diesem furchtbaren Geld,이 끔찍한 돈에게,female,0.83,1.061
0505.wav,diese kühle Universität,이 시원한 대학교를,male,0.876,0.935
0506.wav,diese langsamen Stunden,이 느린 시간들이,female,0.942,1.077
0507.wav,dieser weiten Reise,이 넓은 여행의,male,0.816,0.939
0508.wav,dieser natürlichen Krimis,이 자연적인 추리 소설들의,female,0.918,1.064
0509.wav,eine schwere Sprache,한 무거운 언어를,male,0.872,0.939
0510.wav,einer süßen Marmelade,한 달콤한 잼에게,male,0.885,0.904
0511.wav,einem schmutzigen Park,한 더러운 공원에게,female,0.816,1.119
0512.wav,einem gemütlichen Bus,한 아늑한 버스에게,female,0.877,1.087
0513.wav,einer frühen Eins,한 이른 1점의,female,0.805,1.069
0514.wav,dieser modernen Familie,이 현대적인 가족의,female,0.823,1.119
0515.wav,ein neues Mineralwasser,한 새로운 미네랄 워터가,male,0.914,0.938
0516.wav,diese netten Schülerinnen,이 친절한 여학생들이,female,0.822,1.089
0517.wav,eine spannende Flasche,한 흥미진진한 병이,male,0.931,0.923
0518.wav,einen kalten Rock,한 차가운 치마를,male,0.82,0.922
0519.wav,eines kühlen Pullovers,한 시원한 풀오버의,male,0.921,0.916
0520.wav,ein schades Studium,한 아쉬운 대학 공부를,female,0.881,1.112
0521.wav,einer gefährlichen Ruhe,한 위험한 평온에게,female,0.926,1.118
0522.wav,dieses schlechten Anrufs,이 나쁜 전화의,female,0.899,1.105
0523.wav,ein schädlicher Kugelschreiber,한 해로운 볼펜이,female,0.878,1.066
0524.wav,ein langer Arm,한 긴 팔이,male,0.849,0.908
0525.wav,diesen toten Fahrrädern,이 죽은 자전거들에게,female,0.901,1.107
0526.wav,diese verrückte Mutter,이 미친 어머니가,male,0.858,0.928
0527.wav,einem direkten Basketball,한 직접적인 농구에게,female,0.927,1.126
0528.wav,eines dünnen Haars,한 얇은 머리카락의,male,0.843,0.908
0529.wav,dieses lere Haus,이 텅 빈 집이,female,0.879,1.06
0530.wav,diese gefährlichen Flugzeuge,이 위험한 비행기들을,male,0.9,0.921
0531.wav,einen eleganten Familienname,한 우아한 성을,female,0.947,1.105
0532.wav,einem dicken Link,한 뚱뚱한 링크에게,female,0.915,1.108
0533.wav,diese internationalen Frauen,이 국제적인 여자들이,male,0.87,0.916
0534.wav,eine kurze Disco,한 짧은 디스코를,male,0.876,0.914
0535.wav,diesen engen Firmen,이 좁은 회사들에게,male,0.887,0.897
0536.wav,diesem spannenden Kaffee,이 흥미진진한 커피에게,male,0.825,0.893
0537.wav,einem privaten Gepäck,한 개인적인 짐에게,male,0.916,0.921
0538.wav,einem teuren Haus,한 비싼 집에게,male,0.839,0.913
0539.wav,diesen schädlichen Smartphones,이 해로운 스마트폰들에게,female,0.827,1.065
0540.wav,ein praktischer Pass,한 실용적인 여권이,male,0.891,0.902
0541.wav,dieser tiefen Marktplätze,이 깊은 시장 광장들의,male,0.855,0.886
0542.wav,dieser weiten Ergebnisse,이 넓은 결과들의,female,0.93,1.116
0543.wav,diesen beliebten Urlaub,이 인기 있는 휴가를,female,0.897,1.124
0544.wav,dieser ruhigen Wiedersehen,이 조용한 재회들의,male,0.888,0.933
0545.wav,dieser klaren Köpfe,이 명확한 머리들의,female,0.809,1.063
0546.wav,einer stressigen Ausbildung,한 스트레스가 많은 교육의,male,0.941,0.927
0547.wav,einer langen Pizza,한 긴 피자에게,female,0.93,1.118
0548.wav,eine heiße Bäckerei,한 뜨거운 빵집을,male,0.929,0.915
0549.wav,dieser privaten Öle,이 개인적인 기름들의,male,0.912,0.906
0550.wav,diesen berühmten Kuchen,이 유명한 케이크들에게,female,0.876,1.081
0551.wav,einer typischen Partnerin,한 전형적인 여파트너의,male,0.86,0.909
0552.wav,einem dringenden Bus,한 긴급한 버스에게,male,0.934,0.922
0553.wav,ein elektrischer Mantel,한 전기의 외투가,female,0.817,1.106
0554.wav,eine berühmte Birne,한 유명한 배를,female,0.95,1.098
0555.wav,ein direkter Strand,한 직접적인 해변이,male,0.812,0.902
0556.wav,ein schwieriges Frühstück,한 어려운 아침 식사를,male,0.828,0.883
0557.wav,diese engen Wege,이 좁은 길들이,female,0.9,1.062
0558.wav,ein geborenes Stück,한 태어난 조각을,female,0.845,1.066
0559.wav,diese notwendige Jugendliche,이 필요한 청소년이,male,0.905,0.912
0560.wav,diesem schnellen Hobby,이 빠른 취미에게,male,0.879,0.907
0561.wav,dieser superen Qualität,이 훌륭한 품질에게,male,0.944,0.905
0562.wav,dieses willkommene Heft,이 환영받는 공책이,female,0.848,1.127
0563.wav,eine frühe Ermäßigung,한 이른 할인이,male,0.901,0.922
0564.wav,ein fettes Dorf,한 기름진 마을을,female,0.893,1.098
0565.wav,einer gefährlichen Rose,한 위험한 장미에게,female,0.835,1.086
0566.wav,einer komischen Kirche,한 이상한 교회에게,female,0.918,1.126
0567.wav,eine hässliche Nacht,한 못생긴 밤을,male,0.817,0.938
0568.wav,dieser berühmten Person,이 유명한 사람의,male,0.901,0.882
0569.wav,einen typischen Supermarkt,한 전형적인 슈퍼마켓을,female,0.835,1.099
0570.wav,einer fetten Minute,한 기름진 분의,female,0.947,1.098
0571.wav,diese engen Krankheiten,이 좁은 병들이,male,0.915,0.913
0572.wav,ein klarer Dank,한 명확한 감사가,male,0.874,0.931
0573.wav,dieser wichtigen Apotheken,이 중요한 약국들의,female,0.881,1.085
0574.wav,eine starke Gabel,한 강한 포크가,male,0.94,0.936
0575.wav,dieser willkommenen Reisen,이 환영받는 여행들의,male,0.846,0.902
0576.wav,dieser leisen Büros,이 조용한 사무실들의,male,0.815,0.891
0577.wav,ein eleganter Job,한 우아한 직업이,female,0.83,1.078
0578.wav,diese späten Touristen,이 늦은 관광객들이,male,0.921,0.885
0579.wav,diese gemütliche Marmelade,이 아늑한 잼을,female,0.87,1.112
0580.wav,dieser schlechten Klassen,이 나쁜 학급들의,male,0.861,0.917
0581.wav,diesem schaden Internet,이 아쉬운 인터넷에게,female,0.93,1.109
0582.wav,dieses internationale Bild,이 국제적인 그림을,female,0.945,1.111
0583.wav,diese kleinen Vornamen,이 작은 이름들이,female,0.933,1.078
0584.wav,eines gemütlichen Geschenks,한 아늑한 선물의,male,0.839,0.939
0585.wav,diese leisen Ecken,이 조용한 구석들이,male,0.896,0.88
